,name,id,FDA Approved
Molecular Function::GO:0008429,phosphatidylethanolamine binding,86478,
Molecular Function::GO:0047617,acyl-CoA hydrolase activity,86479,
Molecular Function::GO:0005527,macrolide binding,86480,
Molecular Function::GO:0017136,NAD-dependent histone deacetylase activity,86481,
Molecular Function::GO:0017116,single-stranded DNA-dependent ATP-dependent DNA helicase activity,86482,
Molecular Function::GO:0004531,deoxyribonuclease II activity,86483,
Molecular Function::GO:0031701,angiotensin receptor binding,86484,
Molecular Function::GO:0034714,type III transforming growth factor beta receptor binding,86485,
Molecular Function::GO:0046624,sphingolipid transporter activity,86486,
Molecular Function::GO:1904928,coreceptor activity involved in canonical Wnt signaling pathway,86487,
Molecular Function::GO:0030249,guanylate cyclase regulator activity,86488,
Molecular Function::GO:0070577,lysine-acetylated histone binding,86489,
Molecular Function::GO:0046978,TAP1 binding,86490,
Molecular Function::GO:0003857,3-hydroxyacyl-CoA dehydrogenase activity,86491,
Molecular Function::GO:0001537,N-acetylgalactosamine 4-O-sulfotransferase activity,86492,
Molecular Function::GO:0070326,very-low-density lipoprotein particle receptor binding,86493,
Molecular Function::GO:0008310,single-stranded DNA 3'-5' exodeoxyribonuclease activity,86494,
Molecular Function::GO:0004337,geranyltranstransferase activity,86495,
Molecular Function::GO:0000213,tRNA-intron endonuclease activity,86496,
Molecular Function::GO:0004305,ethanolamine kinase activity,86497,
Molecular Function::GO:0004419,hydroxymethylglutaryl-CoA lyase activity,86498,
Molecular Function::GO:0004351,glutamate decarboxylase activity,86499,
Molecular Function::GO:0051033,RNA transmembrane transporter activity,86500,
Molecular Function::GO:0060229,lipase activator activity,86501,
Molecular Function::GO:0052852,very-long-chain-(S)-2-hydroxy-acid oxidase activity,86502,
Molecular Function::GO:0047045,testosterone 17-beta-dehydrogenase (NADP+) activity,86503,
Molecular Function::GO:0032404,mismatch repair complex binding,86504,
Molecular Function::GO:0017153,sodium:dicarboxylate symporter activity,86505,
Molecular Function::GO:0034483,heparan sulfate sulfotransferase activity,86506,
Molecular Function::GO:0016361,"activin receptor activity, type I",86507,
Molecular Function::GO:0055102,lipase inhibitor activity,86508,
Molecular Function::GO:0016971,flavin-linked sulfhydryl oxidase activity,86509,
Molecular Function::GO:0000340,RNA 7-methylguanosine cap binding,86510,
Molecular Function::GO:0070402,NADPH binding,86511,
Molecular Function::GO:0034186,apolipoprotein A-I binding,86512,
Molecular Function::GO:0003828,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity",86513,
Molecular Function::GO:0031404,chloride ion binding,86514,
Molecular Function::GO:0031005,filamin binding,86515,
Molecular Function::GO:0004303,estradiol 17-beta-dehydrogenase activity,86516,
Molecular Function::GO:0045340,mercury ion binding,86517,
Molecular Function::GO:0047184,1-acylglycerophosphocholine O-acyltransferase activity,86518,
Molecular Function::GO:0004699,calcium-independent protein kinase C activity,86519,
Molecular Function::GO:0046975,histone methyltransferase activity (H3-K36 specific),86520,
Molecular Function::GO:0005078,MAP-kinase scaffold activity,86521,
Molecular Function::GO:0004886,9-cis retinoic acid receptor activity,86522,
Molecular Function::GO:0003941,L-serine ammonia-lyase activity,86523,
Molecular Function::GO:0034236,protein kinase A catalytic subunit binding,86524,
Molecular Function::GO:1904288,BAT3 complex binding,86525,
Molecular Function::GO:0050610,methylarsonate reductase activity,86526,
Molecular Function::GO:0001030,RNA polymerase III type 1 promoter DNA binding,86527,
Molecular Function::GO:0005150,"interleukin-1, Type I receptor binding",86528,
Molecular Function::GO:0036033,mediator complex binding,86529,
Molecular Function::GO:0003896,DNA primase activity,86530,
Molecular Function::GO:0005412,glucose:sodium symporter activity,86531,
Molecular Function::GO:0032405,MutLalpha complex binding,86532,
Molecular Function::GO:0005332,gamma-aminobutyric acid:sodium symporter activity,86533,
Molecular Function::GO:0004953,icosanoid receptor activity,86534,
Molecular Function::GO:0003953,NAD+ nucleosidase activity,86535,
Molecular Function::GO:0043183,vascular endothelial growth factor receptor 1 binding,86536,
Molecular Function::GO:0034584,piRNA binding,86537,
Molecular Function::GO:0030350,iron-responsive element binding,86538,
Molecular Function::GO:0005381,iron ion transmembrane transporter activity,86539,
Molecular Function::GO:0052723,inositol hexakisphosphate 1-kinase activity,86540,
Molecular Function::GO:0004376,glycolipid mannosyltransferase activity,86541,
Molecular Function::GO:0019784,NEDD8-specific protease activity,86542,
Molecular Function::GO:0031753,endothelial differentiation G-protein coupled receptor binding,86543,
Molecular Function::GO:0004767,sphingomyelin phosphodiesterase activity,86544,
Molecular Function::GO:1901474,azole transmembrane transporter activity,86545,
Molecular Function::GO:0002054,nucleobase binding,86546,
Molecular Function::GO:0004740,pyruvate dehydrogenase (acetyl-transferring) kinase activity,86547,
Molecular Function::GO:0070883,pre-miRNA binding,86548,
Molecular Function::GO:0032394,MHC class Ib receptor activity,86549,
Molecular Function::GO:0047756,chondroitin 4-sulfotransferase activity,86550,
Molecular Function::GO:0032396,inhibitory MHC class I receptor activity,86551,
Molecular Function::GO:0004800,thyroxine 5'-deiodinase activity,86552,
Molecular Function::GO:0016595,glutamate binding,86553,
Molecular Function::GO:0031730,CCR5 chemokine receptor binding,86554,
Molecular Function::GO:0032036,myosin heavy chain binding,86555,
Molecular Function::GO:0034481,chondroitin sulfotransferase activity,86556,
Molecular Function::GO:0047751,cholestenone 5-alpha-reductase activity,86557,
Molecular Function::GO:0004514,nicotinate-nucleotide diphosphorylase (carboxylating) activity,86558,
Molecular Function::GO:0004918,interleukin-8 receptor activity,86559,
Molecular Function::GO:0047635,alanine-oxo-acid transaminase activity,86560,
Molecular Function::GO:0097027,ubiquitin-protein transferase activator activity,86561,
Molecular Function::GO:1990254,keratin filament binding,86562,
Molecular Function::GO:0004994,somatostatin receptor activity,86563,
Molecular Function::GO:0031692,alpha-1B adrenergic receptor binding,86564,
Molecular Function::GO:0009931,calcium-dependent protein serine/threonine kinase activity,86565,
Molecular Function::GO:0008252,nucleotidase activity,86566,
Molecular Function::GO:0004829,threonine-tRNA ligase activity,86567,
Molecular Function::GO:0015924,mannosyl-oligosaccharide mannosidase activity,86568,
Molecular Function::GO:0008294,calcium- and calmodulin-responsive adenylate cyclase activity,86569,
Molecular Function::GO:0004312,fatty acid synthase activity,86570,
Molecular Function::GO:0043813,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity",86571,
Molecular Function::GO:0015467,G-protein activated inward rectifier potassium channel activity,86572,
Molecular Function::GO:0008184,glycogen phosphorylase activity,86573,
Molecular Function::GO:0070569,uridylyltransferase activity,86574,
Molecular Function::GO:1990460,leptin receptor binding,86575,
Molecular Function::GO:0051880,G-quadruplex DNA binding,86576,
Molecular Function::GO:0004875,complement receptor activity,86577,
Molecular Function::GO:0047006,"17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity",86578,
Molecular Function::GO:0004782,sulfinoalanine decarboxylase activity,86579,
Molecular Function::GO:0005388,calcium-transporting ATPase activity,86580,
Molecular Function::GO:0043560,insulin receptor substrate binding,86581,
Molecular Function::GO:0004951,cholecystokinin receptor activity,86582,
Molecular Function::GO:0042043,neurexin family protein binding,86583,
Molecular Function::GO:0071933,Arp2/3 complex binding,86584,
Molecular Function::GO:0034046,poly(G) binding,86585,
Molecular Function::GO:0019834,phospholipase A2 inhibitor activity,86586,
Molecular Function::GO:0008853,exodeoxyribonuclease III activity,86587,
Molecular Function::GO:0043995,histone acetyltransferase activity (H4-K5 specific),86588,
Molecular Function::GO:0045550,geranylgeranyl reductase activity,86589,
Molecular Function::GO:0004066,asparagine synthase (glutamine-hydrolyzing) activity,86590,
Molecular Function::GO:0098599,palmitoyl hydrolase activity,86591,
Molecular Function::GO:0001965,G-protein alpha-subunit binding,86592,
Molecular Function::GO:1990247,N6-methyladenosine-containing RNA binding,86593,
Molecular Function::GO:0016781,"phosphotransferase activity, paired acceptors",86594,
Molecular Function::GO:0015440,peptide-transporting ATPase activity,86595,
Molecular Function::GO:0072320,volume-sensitive chloride channel activity,86596,
Molecular Function::GO:1990405,protein antigen binding,86597,
Molecular Function::GO:0017108,5'-flap endonuclease activity,86598,
Molecular Function::GO:0071568,UFM1 transferase activity,86599,
Molecular Function::GO:0004905,type I interferon receptor activity,86600,
Molecular Function::GO:0008443,phosphofructokinase activity,86601,
Molecular Function::GO:0031705,bombesin receptor binding,86602,
Molecular Function::GO:0016929,SUMO-specific protease activity,86603,
Molecular Function::GO:0000253,3-keto sterol reductase activity,86604,
Molecular Function::GO:0019828,aspartic-type endopeptidase inhibitor activity,86605,
Molecular Function::GO:0071723,lipopeptide binding,86606,
Molecular Function::GO:0071813,lipoprotein particle binding,86607,
Molecular Function::GO:0035673,oligopeptide transmembrane transporter activity,86608,
Molecular Function::GO:0033170,protein-DNA loading ATPase activity,86609,
Molecular Function::GO:0008269,JAK pathway signal transduction adaptor activity,86610,
Molecular Function::GO:0016405,CoA-ligase activity,86611,
Molecular Function::GO:0097199,cysteine-type endopeptidase activity involved in apoptotic signaling pathway,86612,
Molecular Function::GO:0004791,thioredoxin-disulfide reductase activity,86613,
Molecular Function::GO:0004897,ciliary neurotrophic factor receptor activity,86614,
Molecular Function::GO:0039706,co-receptor binding,86615,
Molecular Function::GO:0004309,exopolyphosphatase activity,86616,
Molecular Function::GO:0030943,mitochondrion targeting sequence binding,86617,
Molecular Function::GO:0004165,dodecenoyl-CoA delta-isomerase activity,86618,
Molecular Function::GO:0019166,trans-2-enoyl-CoA reductase (NADPH) activity,86619,
Molecular Function::GO:0004942,anaphylatoxin receptor activity,86620,
Molecular Function::GO:0005324,long-chain fatty acid transporter activity,86621,
Molecular Function::GO:0045125,bioactive lipid receptor activity,86622,
Molecular Function::GO:0045155,"electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity",86623,
Molecular Function::GO:0000827,"inositol-1,3,4,5,6-pentakisphosphate kinase activity",86624,
Molecular Function::GO:0005173,stem cell factor receptor binding,86625,
Molecular Function::GO:0004716,receptor signaling protein tyrosine kinase activity,86626,
Molecular Function::GO:0016743,carboxyl- or carbamoyltransferase activity,86627,
Molecular Function::GO:0004673,protein histidine kinase activity,86628,
Molecular Function::GO:0034511,U3 snoRNA binding,86629,
Molecular Function::GO:0004982,N-formyl peptide receptor activity,86630,
Molecular Function::GO:0004478,methionine adenosyltransferase activity,86631,
Molecular Function::GO:0003920,GMP reductase activity,86632,
Molecular Function::GO:0005185,neurohypophyseal hormone activity,86633,
Molecular Function::GO:0004704,NF-kappaB-inducing kinase activity,86634,
Molecular Function::GO:0016936,galactoside binding,86635,
Molecular Function::GO:0004569,"glycoprotein endo-alpha-1,2-mannosidase activity",86636,
Molecular Function::GO:0015271,outward rectifier potassium channel activity,86637,
Molecular Function::GO:0030274,LIM domain binding,86638,
Molecular Function::GO:0016657,"oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor",86639,
Molecular Function::GO:0004823,leucine-tRNA ligase activity,86640,
Molecular Function::GO:0050733,RS domain binding,86641,
Molecular Function::GO:0015228,coenzyme A transmembrane transporter activity,86642,
Molecular Function::GO:0005350,pyrimidine nucleobase transmembrane transporter activity,86643,
Molecular Function::GO:0008475,procollagen-lysine 5-dioxygenase activity,86644,
Molecular Function::GO:0005436,sodium:phosphate symporter activity,86645,
Molecular Function::GO:0008048,calcium sensitive guanylate cyclase activator activity,86646,
Molecular Function::GO:0050897,cobalt ion binding,86647,
Molecular Function::GO:0030976,thiamine pyrophosphate binding,86648,
Molecular Function::GO:0070697,activin receptor binding,86649,
Molecular Function::GO:0017095,heparan sulfate 6-O-sulfotransferase activity,86650,
Molecular Function::GO:0031433,telethonin binding,86651,
Molecular Function::GO:0090599,alpha-glucosidase activity,86652,
Molecular Function::GO:0097506,deaminated base DNA N-glycosylase activity,86653,
Molecular Function::GO:0004487,methylenetetrahydrofolate dehydrogenase (NAD+) activity,86654,
Molecular Function::GO:0004957,prostaglandin E receptor activity,86655,
Molecular Function::GO:0015929,hexosaminidase activity,86656,
Molecular Function::GO:0016499,orexin receptor activity,86657,
Molecular Function::GO:0035612,AP-2 adaptor complex binding,86658,
Molecular Function::GO:0098634,protein binding involved in cell-matrix adhesion,86659,
Molecular Function::GO:2001065,mannan binding,86660,
Molecular Function::GO:0005290,L-histidine transmembrane transporter activity,86661,
Molecular Function::GO:0051998,protein carboxyl O-methyltransferase activity,86662,
Molecular Function::GO:0016997,alpha-sialidase activity,86663,
Molecular Function::GO:0017042,glycosylceramidase activity,86664,
Molecular Function::GO:0004560,alpha-L-fucosidase activity,86665,
Molecular Function::GO:0035175,histone kinase activity (H3-S10 specific),86666,
Molecular Function::GO:0046556,alpha-L-arabinofuranosidase activity,86667,
Molecular Function::GO:0016933,extracellular-glycine-gated ion channel activity,86668,
Molecular Function::GO:0004572,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity",86669,
Molecular Function::GO:0016263,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity,86670,
Molecular Function::GO:0008199,ferric iron binding,86671,
Molecular Function::GO:0048030,disaccharide binding,86672,
Molecular Function::GO:0032138,single base insertion or deletion binding,86673,
Molecular Function::GO:0004917,interleukin-7 receptor activity,86674,
Molecular Function::GO:0008046,axon guidance receptor activity,86675,
Molecular Function::GO:0004818,glutamate-tRNA ligase activity,86676,
Molecular Function::GO:0003840,gamma-glutamyltransferase activity,86677,
Molecular Function::GO:0004430,1-phosphatidylinositol 4-kinase activity,86678,
Molecular Function::GO:0008469,histone-arginine N-methyltransferase activity,86679,
Molecular Function::GO:0000386,second spliceosomal transesterification activity,86680,
Molecular Function::GO:0045523,interleukin-27 receptor binding,86681,
Molecular Function::GO:0008193,tRNA guanylyltransferase activity,86682,
Molecular Function::GO:0004937,alpha1-adrenergic receptor activity,86683,
Molecular Function::GO:0000702,oxidized base lesion DNA N-glycosylase activity,86684,
Molecular Function::GO:0003955,NAD(P)H dehydrogenase (quinone) activity,86685,
Molecular Function::GO:0034603,pyruvate dehydrogenase [NAD(P)+] activity,86686,
Molecular Function::GO:0045029,UDP-activated nucleotide receptor activity,86687,
Molecular Function::GO:0036505,prosaposin receptor activity,86688,
Molecular Function::GO:0004415,hyalurononglucosaminidase activity,86689,
Molecular Function::GO:0004694,eukaryotic translation initiation factor 2alpha kinase activity,86690,
Molecular Function::GO:0004971,AMPA glutamate receptor activity,86691,
Molecular Function::GO:0086008,voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization,86692,
Molecular Function::GO:0005134,interleukin-2 receptor binding,86693,
Molecular Function::GO:0033265,choline binding,86694,
Molecular Function::GO:0032407,MutSalpha complex binding,86695,
Molecular Function::GO:0015141,succinate transmembrane transporter activity,86696,
Molecular Function::GO:0005459,UDP-galactose transmembrane transporter activity,86697,
Molecular Function::GO:0016801,"hydrolase activity, acting on ether bonds",86698,
Molecular Function::GO:0032810,sterol response element binding,86699,
Molecular Function::GO:0047760,butyrate-CoA ligase activity,86700,
Molecular Function::GO:0016300,tRNA (uracil) methyltransferase activity,86701,
Molecular Function::GO:0005000,vasopressin receptor activity,86702,
Molecular Function::GO:0050682,AF-2 domain binding,86703,
Molecular Function::GO:0031697,beta-1 adrenergic receptor binding,86704,
Molecular Function::GO:0001848,complement binding,86705,
Molecular Function::GO:0008441,"3'(2'),5'-bisphosphate nucleotidase activity",86706,
Molecular Function::GO:0016615,malate dehydrogenase activity,86707,
Molecular Function::GO:0008312,7S RNA binding,86708,
Molecular Function::GO:0008732,L-allo-threonine aldolase activity,86709,
Molecular Function::GO:0015265,urea channel activity,86710,
Molecular Function::GO:0016503,pheromone receptor activity,86711,
Molecular Function::GO:0004630,phospholipase D activity,86712,
Molecular Function::GO:0050816,phosphothreonine binding,86713,
Molecular Function::GO:0043423,3-phosphoinositide-dependent protein kinase binding,86714,
Molecular Function::GO:0016833,oxo-acid-lyase activity,86715,
Molecular Function::GO:0035650,AP-1 adaptor complex binding,86716,
Molecular Function::GO:0015180,L-alanine transmembrane transporter activity,86717,
Molecular Function::GO:0008195,phosphatidate phosphatase activity,86718,
Molecular Function::GO:0030942,endoplasmic reticulum signal peptide binding,86719,
Molecular Function::GO:0019798,procollagen-proline dioxygenase activity,86720,
Molecular Function::GO:0030280,structural constituent of epidermis,86721,
Molecular Function::GO:0019862,IgA binding,86722,
Molecular Function::GO:0005329,dopamine transmembrane transporter activity,86723,
Molecular Function::GO:0004329,formate-tetrahydrofolate ligase activity,86724,
Molecular Function::GO:0005119,smoothened binding,86725,
Molecular Function::GO:0070016,armadillo repeat domain binding,86726,
Molecular Function::GO:0008969,phosphohistidine phosphatase activity,86727,
Molecular Function::GO:0016509,long-chain-3-hydroxyacyl-CoA dehydrogenase activity,86728,
Molecular Function::GO:0008309,double-stranded DNA exodeoxyribonuclease activity,86729,
Molecular Function::GO:0005021,vascular endothelial growth factor-activated receptor activity,86730,
Molecular Function::GO:0048408,epidermal growth factor binding,86731,
Molecular Function::GO:0022852,glycine-gated chloride ion channel activity,86732,
Molecular Function::GO:0051920,peroxiredoxin activity,86733,
Molecular Function::GO:0051400,BH domain binding,86734,
Molecular Function::GO:0004723,calcium-dependent protein serine/threonine phosphatase activity,86735,
Molecular Function::GO:0004342,glucosamine-6-phosphate deaminase activity,86736,
Molecular Function::GO:0043262,adenosine-diphosphatase activity,86737,
Molecular Function::GO:0004731,purine-nucleoside phosphorylase activity,86738,
Molecular Function::GO:1990190,peptide-glutamate-N-acetyltransferase activity,86739,
Molecular Function::GO:0043812,phosphatidylinositol-4-phosphate phosphatase activity,86740,
Molecular Function::GO:0031862,prostanoid receptor binding,86741,
Molecular Function::GO:0008422,beta-glucosidase activity,86742,
Molecular Function::GO:0000268,peroxisome targeting sequence binding,86743,
Molecular Function::GO:0016882,cyclo-ligase activity,86744,
Molecular Function::GO:0008494,translation activator activity,86745,
Molecular Function::GO:0004063,aryldialkylphosphatase activity,86746,
Molecular Function::GO:0045159,myosin II binding,86747,
Molecular Function::GO:0003943,N-acetylgalactosamine-4-sulfatase activity,86748,
Molecular Function::GO:0042887,amide transmembrane transporter activity,86749,
Molecular Function::GO:0047522,15-oxoprostaglandin 13-oxidase activity,86750,
Molecular Function::GO:0008650,rRNA (uridine-2'-O-)-methyltransferase activity,86751,
Molecular Function::GO:0015322,secondary active oligopeptide transmembrane transporter activity,86752,
Molecular Function::GO:0008534,oxidized purine nucleobase lesion DNA N-glycosylase activity,86753,
Molecular Function::GO:0070740,tubulin-glutamic acid ligase activity,86754,
Molecular Function::GO:0004797,thymidine kinase activity,86755,
Molecular Function::GO:0003720,telomerase activity,86756,
Molecular Function::GO:0030345,structural constituent of tooth enamel,86757,
Molecular Function::GO:0070492,oligosaccharide binding,86758,
Molecular Function::GO:0033677,DNA/RNA helicase activity,86759,
Molecular Function::GO:0043024,ribosomal small subunit binding,86760,
Molecular Function::GO:0016005,phospholipase A2 activator activity,86761,
Molecular Function::GO:0033570,transferrin transmembrane transporter activity,86762,
Molecular Function::GO:0097153,cysteine-type endopeptidase activity involved in apoptotic process,86763,
Molecular Function::GO:0016174,NAD(P)H oxidase activity,86764,
Molecular Function::GO:0071885,N-terminal protein N-methyltransferase activity,86765,
Molecular Function::GO:0019959,interleukin-8 binding,86766,
Molecular Function::GO:0001042,RNA polymerase I core binding,86767,
Molecular Function::GO:0035877,death effector domain binding,86768,
Molecular Function::GO:0097003,adipokinetic hormone receptor activity,86769,
Molecular Function::GO:0019781,NEDD8 activating enzyme activity,86770,
Molecular Function::GO:0008889,glycerophosphodiester phosphodiesterase activity,86771,
Molecular Function::GO:0003726,double-stranded RNA adenosine deaminase activity,86772,
Molecular Function::GO:0004144,diacylglycerol O-acyltransferase activity,86773,
Molecular Function::GO:0005384,manganese ion transmembrane transporter activity,86774,
Molecular Function::GO:0036310,annealing helicase activity,86775,
Molecular Function::GO:0019871,sodium channel inhibitor activity,86776,
Molecular Function::GO:0043140,ATP-dependent 3'-5' DNA helicase activity,86777,
Molecular Function::GO:0004379,glycylpeptide N-tetradecanoyltransferase activity,86778,
Molecular Function::GO:0004515,nicotinate-nucleotide adenylyltransferase activity,86779,
Molecular Function::GO:0052593,tryptamine:oxygen oxidoreductase (deaminating) activity,86780,
Molecular Function::GO:0004470,malic enzyme activity,86781,
Molecular Function::GO:0003865,3-oxo-5-alpha-steroid 4-dehydrogenase activity,86782,
Molecular Function::GO:0004062,aryl sulfotransferase activity,86783,
Molecular Function::GO:0003870,5-aminolevulinate synthase activity,86784,
Molecular Function::GO:0008379,thioredoxin peroxidase activity,86785,
Molecular Function::GO:0004813,alanine-tRNA ligase activity,86786,
Molecular Function::GO:0015091,ferric iron transmembrane transporter activity,86787,
Molecular Function::GO:0016909,SAP kinase activity,86788,
Molecular Function::GO:0004854,xanthine dehydrogenase activity,86789,
Molecular Function::GO:0072345,NAADP-sensitive calcium-release channel activity,86790,
Molecular Function::GO:0005105,type 1 fibroblast growth factor receptor binding,86791,
Molecular Function::GO:0071862,protein phosphatase type 1 activator activity,86792,
Molecular Function::GO:0004802,transketolase activity,86793,
Molecular Function::GO:0001641,group II metabotropic glutamate receptor activity,86794,
Molecular Function::GO:0072590,N-acetyl-L-aspartate-L-glutamate ligase activity,86795,
Molecular Function::GO:0001595,angiotensin receptor activity,86796,
Molecular Function::GO:1901612,cardiolipin binding,86797,
Molecular Function::GO:0034604,pyruvate dehydrogenase (NAD+) activity,86798,
Molecular Function::GO:0032137,guanine/thymine mispair binding,86799,
Molecular Function::GO:0000295,adenine nucleotide transmembrane transporter activity,86800,
Molecular Function::GO:0004157,dihydropyrimidinase activity,86801,
Molecular Function::GO:0044323,retinoic acid-responsive element binding,86802,
Molecular Function::GO:0004706,JUN kinase kinase kinase activity,86803,
Molecular Function::GO:0047017,prostaglandin-F synthase activity,86804,
Molecular Function::GO:0016416,O-palmitoyltransferase activity,86805,
Molecular Function::GO:0042835,BRE binding,86806,
Molecular Function::GO:0070704,sterol desaturase activity,86807,
Molecular Function::GO:0015410,manganese-transporting ATPase activity,86808,
Molecular Function::GO:0016413,O-acetyltransferase activity,86809,
Molecular Function::GO:0008521,acetyl-CoA transporter activity,86810,
Molecular Function::GO:0015222,serotonin transmembrane transporter activity,86811,
Molecular Function::GO:0031493,nucleosomal histone binding,86812,
Molecular Function::GO:0050294,steroid sulfotransferase activity,86813,
Molecular Function::GO:0035515,oxidative RNA demethylase activity,86814,
Molecular Function::GO:0004308,exo-alpha-sialidase activity,86815,
Molecular Function::GO:0043522,leucine zipper domain binding,86816,
Molecular Function::GO:0043121,neurotrophin binding,86817,
Molecular Function::GO:0051434,BH3 domain binding,86818,
Molecular Function::GO:0015220,choline transmembrane transporter activity,86819,
Molecular Function::GO:0004360,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,86820,
Molecular Function::GO:0033142,progesterone receptor binding,86821,
Molecular Function::GO:0004046,aminoacylase activity,86822,
Molecular Function::GO:0005052,peroxisome matrix targeting signal-1 binding,86823,
Molecular Function::GO:0004028,3-chloroallyl aldehyde dehydrogenase activity,86824,
Molecular Function::GO:0004464,leukotriene-C4 synthase activity,86825,
Molecular Function::GO:0071532,ankyrin repeat binding,86826,
Molecular Function::GO:0016647,"oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor",86827,
Molecular Function::GO:0003906,DNA-(apurinic or apyrimidinic site) lyase activity,86828,
Molecular Function::GO:0050693,LBD domain binding,86829,
Molecular Function::GO:0031699,beta-3 adrenergic receptor binding,86830,
Molecular Function::GO:0070546,L-phenylalanine aminotransferase activity,86831,
Molecular Function::GO:0031849,olfactory receptor binding,86832,
Molecular Function::GO:0030395,lactose binding,86833,
Molecular Function::GO:0042134,rRNA primary transcript binding,86834,
Molecular Function::GO:0051525,NFAT protein binding,86835,
Molecular Function::GO:0008427,calcium-dependent protein kinase inhibitor activity,86836,
Molecular Function::GO:0031995,insulin-like growth factor II binding,86837,
Molecular Function::GO:0008119,thiopurine S-methyltransferase activity,86838,
Molecular Function::GO:0004566,beta-glucuronidase activity,86839,
Molecular Function::GO:0035325,Toll-like receptor binding,86840,
Molecular Function::GO:0001135,"transcription factor activity, RNA polymerase II transcription factor recruiting",86841,
Molecular Function::GO:0052851,ferric-chelate reductase (NADPH) activity,86842,
Molecular Function::GO:0033743,peptide-methionine (R)-S-oxide reductase activity,86843,
Molecular Function::GO:0070181,small ribosomal subunit rRNA binding,86844,
Molecular Function::GO:0090631,pre-miRNA transporter activity,86845,
Molecular Function::GO:0008510,sodium:bicarbonate symporter activity,86846,
Molecular Function::GO:0051500,D-tyrosyl-tRNA(Tyr) deacylase activity,86847,
Molecular Function::GO:0005280,hydrogen:amino acid symporter activity,86848,
Molecular Function::GO:0001032,RNA polymerase III type 3 promoter DNA binding,86849,
Molecular Function::GO:0047787,delta4-3-oxosteroid 5beta-reductase activity,86850,
Molecular Function::GO:0005502,11-cis retinal binding,86851,
Molecular Function::GO:0097371,MDM2/MDM4 family protein binding,86852,
Molecular Function::GO:0015137,citrate transmembrane transporter activity,86853,
Molecular Function::GO:0051499,D-aminoacyl-tRNA deacylase activity,86854,
Molecular Function::GO:0005176,ErbB-2 class receptor binding,86855,
Molecular Function::GO:0001091,RNA polymerase II basal transcription factor binding,86856,
Molecular Function::GO:0046935,1-phosphatidylinositol-3-kinase regulator activity,86857,
Molecular Function::GO:0005153,interleukin-8 receptor binding,86858,
Molecular Function::GO:0001785,prostaglandin J receptor activity,86859,
Molecular Function::GO:0003989,acetyl-CoA carboxylase activity,86860,
Molecular Function::GO:0004332,fructose-bisphosphate aldolase activity,86861,
Molecular Function::GO:0005232,serotonin-activated cation-selective channel activity,86862,
Molecular Function::GO:0070728,leucine binding,86863,
Molecular Function::GO:0018636,"phenanthrene 9,10-monooxygenase activity",86864,
Molecular Function::GO:0016421,CoA carboxylase activity,86865,
Molecular Function::GO:0030362,protein phosphatase type 4 regulator activity,86866,
Molecular Function::GO:0052596,phenethylamine:oxygen oxidoreductase (deaminating) activity,86867,
Molecular Function::GO:0004449,isocitrate dehydrogenase (NAD+) activity,86868,
Molecular Function::GO:0016402,pristanoyl-CoA oxidase activity,86869,
Molecular Function::GO:0032181,dinucleotide repeat insertion binding,86870,
Molecular Function::GO:0004467,long-chain fatty acid-CoA ligase activity,86871,
Molecular Function::GO:0052834,inositol monophosphate phosphatase activity,86872,
Molecular Function::GO:0001163,RNA polymerase I regulatory region sequence-specific DNA binding,86873,
Molecular Function::GO:0008988,rRNA (adenine-N6-)-methyltransferase activity,86874,
Molecular Function::GO:0015925,galactosidase activity,86875,
Molecular Function::GO:0008526,phosphatidylinositol transporter activity,86876,
Molecular Function::GO:0086075,gap junction channel activity involved in cardiac conduction electrical coupling,86877,
Molecular Function::GO:0017098,sulfonylurea receptor binding,86878,
Molecular Function::GO:0097109,neuroligin family protein binding,86879,
Molecular Function::GO:0016316,"phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity",86880,
Molecular Function::GO:0070644,vitamin D response element binding,86881,
Molecular Function::GO:0003886,DNA (cytosine-5-)-methyltransferase activity,86882,
Molecular Function::GO:0005220,"inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity",86883,
Molecular Function::GO:0004657,proline dehydrogenase activity,86884,
Molecular Function::GO:0043996,histone acetyltransferase activity (H4-K8 specific),86885,
Molecular Function::GO:0015403,thiamine uptake transmembrane transporter activity,86886,
Molecular Function::GO:0016934,extracellular-glycine-gated chloride channel activity,86887,
Molecular Function::GO:0031826,type 2A serotonin receptor binding,86888,
Molecular Function::GO:0097322,7SK snRNA binding,86889,
Molecular Function::GO:0016726,"oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor",86890,
Molecular Function::GO:0099602,neurotransmitter receptor regulator activity,86891,
Molecular Function::GO:0004931,extracellular ATP-gated cation channel activity,86892,
